username,connections_count,followers_count,following_count,activity_count,number_of_posts,account_age_days,bio_length,has_profile_pic,has_cover_photo,followers_following_ratio,label
shreya_697,3869,79,3790,74,6,93,16,1,1,0.02,1
ananyakale,74218,73180,1038,1564,1180,1892,97,1,1,70.5,0
kunalpawar,2242,60,2182,57,42,36,50,0,0,0.03,1
yogesh_jadhav,83505,83445,60,846,846,858,155,1,0,1390.75,0
suresh_chavhan,649,40,609,49,23,57,25,1,0,0.07,1
amit.sharma,68650,68015,635,1695,1956,2890,54,1,0,107.11,0
shivali_joshi,37913,36267,1646,3372,227,844,95,1,1,22.03,0
divya232,38926,37389,1537,4680,1175,569,124,1,1,24.33,0
suman110,54274,53047,1227,138,1954,2062,83,1,0,43.23,0
ananya_990,46649,44660,1989,1058,652,2260,152,1,1,22.45,0
ishaan_70,4231,173,4058,58,48,63,37,0,1,0.04,1
aaravgaikwad,31925,30237,1688,2686,1486,2972,102,1,1,17.91,0
yogesh.patel,99976,98245,1731,2901,1429,1834,59,1,0,56.76,0
kunal.sutar,4484,97,4387,25,47,47,15,0,1,0.02,1
aditya381,1336,54,1282,10,49,40,43,1,0,0.04,1
riya56,4460,140,4320,23,36,127,48,1,1,0.03,1
ishaanpawar,4432,16,4416,44,34,123,25,0,1,0.0,1
shreya192,28550,27723,827,4859,1430,248,62,1,1,33.52,0
kunaljadhav,3351,241,3110,46,17,61,11,1,1,0.08,1
pooja_569,2003,230,1773,73,17,103,8,0,0,0.13,1
rohanpawar,4250,76,4174,1,9,51,11,1,1,0.02,1
vihaanjoshi,5238,287,4951,6,16,77,25,0,0,0.06,1
divya_patil,3271,230,3041,33,6,162,23,1,1,0.08,1
neha_500,4811,101,4710,22,38,174,49,1,1,0.02,1
suman_shinde,38654,37655,999,1286,1306,1760,71,1,1,37.69,0
pooja_278,30704,30012,692,2695,753,863,133,1,1,43.37,0
sneha_gaikwad,3921,230,3691,21,33,151,11,0,0,0.06,1
vivaan_shinde,13846,13601,245,622,863,883,110,1,0,55.51,0
sneha.kale,20674,20452,222,3293,1315,1275,89,1,0,92.13,0
neha479,22569,22461,108,387,1767,2357,134,1,1,207.97,0
kavya494,4786,69,4717,22,28,141,37,1,1,0.01,1
kavya1,41251,40452,799,3476,954,566,83,1,0,50.63,0
yogesh_10,62743,61598,1145,168,637,1608,138,1,1,53.8,0
shivali_168,4793,3,4790,47,14,153,12,1,1,0.0,1
pooja_jadhav,3798,40,3758,80,16,57,15,1,1,0.01,1
poojachavhan,15918,14564,1354,3830,643,759,129,1,1,10.76,0
pooja_733,70314,70219,95,1623,151,823,63,1,1,739.15,0
suman_805,19930,19850,80,4143,234,1153,77,1,1,248.12,0
pooja74,3021,16,3005,10,44,119,48,0,0,0.01,1
prathamesh_sutar,3553,128,3425,1,12,47,7,0,1,0.04,1
kavya_patel,13532,12415,1117,1807,1555,2087,110,1,1,11.11,0
kunal_242,84453,83792,661,1727,1035,1237,96,1,0,126.77,0
aditya705,1421,141,1280,50,10,4,50,0,0,0.11,1
aishwaryasharma,12387,11828,559,1391,1628,1721,113,1,0,21.16,0
divya.kadam,14483,14176,307,4096,1670,2396,79,1,1,46.18,0
prathamesh302,95373,95048,325,2153,783,1747,55,1,1,292.46,0
amit.kamble,4848,95,4753,44,36,49,20,1,1,0.02,1
vivaan795,3584,277,3307,58,16,76,0,1,0,0.08,1
ankit_700,9800,8402,1398,4515,1526,1513,154,1,1,6.01,0
arjun.sharma,43272,42383,889,2738,629,2711,64,1,0,47.67,0
nikita539,15175,14131,1044,1669,463,328,62,1,0,13.54,0
mrunal370,993,113,880,1,23,13,13,1,0,0.13,1
arjun984,2506,29,2477,67,50,95,2,0,1,0.01,1
sneha572,31517,30379,1138,3256,1535,614,74,1,0,26.7,0
amit_564,3527,295,3232,58,49,28,44,1,0,0.09,1
sumanjadhav,4202,273,3929,45,10,169,20,1,1,0.07,1
shreya_459,28957,28139,818,4607,1167,2506,145,1,1,34.4,0
aarav.kale,78270,78187,83,4340,632,341,67,1,1,942.01,0
aditya.kadam,4976,141,4835,65,49,6,35,0,0,0.03,1
sai.shinde,76965,76404,561,2008,801,1285,82,1,1,136.19,0
kavya749,63750,63346,404,4099,1673,1529,155,1,0,156.8,0
riya_650,3067,28,3039,44,49,21,27,1,0,0.01,1
neha.pawar,6200,5497,703,4523,1123,1448,122,1,0,7.82,0
riya_297,96843,95989,854,3750,1429,406,146,1,0,112.4,0
shivali_88,11943,10919,1024,4781,738,741,145,1,0,10.66,0
ankit631,4308,69,4239,71,8,179,12,1,1,0.02,1
ishaanjadhav,36638,34998,1640,3623,196,1192,91,1,0,21.34,0
rahul.kadam,674,176,498,39,20,49,10,1,1,0.35,1
snehamehta,100958,99417,1541,802,369,1731,64,1,0,64.51,0
aishwarya758,15359,14685,674,3786,1470,1606,110,1,0,21.79,0
rahul386,70271,68685,1586,2218,1169,1034,120,1,1,43.31,0
vihaan_kadam,8609,7978,631,1744,398,1246,151,1,1,12.64,0
vivaan_889,37068,35661,1407,3050,1402,1791,160,1,0,25.35,0
suresh_513,93373,93120,253,2684,1091,1759,112,1,0,368.06,0
amitpatil,70165,69491,674,2832,556,362,112,1,1,103.1,0
vivaanbhise,4526,120,4406,35,19,161,3,1,1,0.03,1
riya247,52986,51591,1395,1224,749,821,61,1,1,36.98,0
kunal595,80170,79446,724,3779,689,1946,119,1,0,109.73,0
rahul_kharat,91841,90347,1494,4391,682,765,67,1,1,60.47,0
suman_311,20712,19173,1539,341,700,954,147,1,1,12.46,0
riya_sutar,1270,96,1174,16,49,39,11,0,1,0.08,1
suresh_504,1642,244,1398,64,44,21,38,1,1,0.17,1
pooja.jadhav,29874,29758,116,3447,445,870,147,1,0,256.53,0
mrunal_438,59502,57677,1825,4113,412,470,138,1,1,31.6,0
krishna_kadam,51480,49956,1524,2663,1555,2690,100,1,0,32.78,0
vihaan_299,53508,51953,1555,421,1151,2324,121,1,1,33.41,0
rahul_850,4225,146,4079,21,49,78,27,1,0,0.04,1
shivali_332,25306,23662,1644,4895,281,2250,139,1,0,14.39,0
ananya.patel,79359,77473,1886,1754,979,932,108,1,0,41.08,0
amit_564,93636,92666,970,3073,283,573,60,1,1,95.53,0
sureshsharma,45242,44034,1208,1329,1918,899,70,1,0,36.45,0
aarav_510,1355,92,1263,16,18,115,12,0,1,0.07,1
mrunal_jadhav,65316,64779,537,1876,1857,2690,125,1,1,120.63,0
vihaan_kharat,72460,71841,619,4667,1856,1202,154,1,0,116.06,0
sumankharat,2760,16,2744,42,9,10,5,0,0,0.01,1
neha_920,76773,75986,787,393,1584,2065,61,1,1,96.55,0
ishaan338,72433,72251,182,2498,1777,1950,110,1,0,396.98,0
priyajadhav,883,107,776,13,13,135,36,0,1,0.14,1
prajkta905,1543,181,1362,78,36,135,36,1,1,0.13,1
kunal_jadhav,599,307,292,296,446,1389,109,1,0,1.05,0
arjun308,500,108,392,25,35,90,44,1,1,0.28,1
ankitpatel,3266,170,3096,50,7,2,46,0,0,0.05,1
mrunal_jadhav,4313,69,4244,19,2,122,40,1,1,0.02,1
divya.kamble,5009,161,4848,68,46,145,1,0,1,0.03,1
ishaankale,4868,192,4676,21,21,8,36,1,0,0.04,1
kavyajoshi,12543,11476,1067,2046,897,1312,97,1,1,10.76,0
vivaan927,6643,5001,1642,1755,816,659,61,1,1,3.05,0
rahul842,65019,63469,1550,4389,746,979,89,1,1,40.95,0
aarav_kale,5881,4891,990,3275,1533,1040,141,1,0,4.94,0
vivaan.kale,6408,6147,261,4364,1006,1565,148,1,1,23.55,0
poojamehta,2712,146,2566,68,12,52,20,1,0,0.06,1
nehagaikwad,74553,73451,1102,938,1325,262,76,1,1,66.65,0
vihaan_30,42217,40912,1305,2874,195,901,119,1,1,31.35,0
prathameshkulkarni,7377,7151,226,3593,835,633,100,1,0,31.64,0
sai_100,70234,70024,210,3914,1707,2947,122,1,0,333.45,0
shreyashinde,4392,238,4154,29,41,176,14,0,1,0.06,1
mrunalkharat,850,15,835,60,31,117,7,1,1,0.02,1
kavya_473,54998,53274,1724,976,260,2280,91,1,0,30.9,0
aishwarya834,4912,124,4788,20,39,62,30,1,0,0.03,1
ishaan334,4935,175,4760,30,36,112,11,0,1,0.04,1
nikita_patel,41355,40474,881,670,410,2023,126,1,0,45.94,0
rahul464,20175,18308,1867,4857,1723,1091,146,1,0,9.81,0
kavyajadhav,4258,295,3963,25,39,100,13,1,1,0.07,1
priya379,81344,80249,1095,3411,66,2586,158,1,0,73.29,0
vivaan443,75234,73504,1730,3042,1490,203,64,1,1,42.49,0
yogesh193,3821,195,3626,48,20,161,27,0,0,0.05,1
vivaan_739,2741,78,2663,16,26,93,8,0,0,0.03,1
mrunal435,3776,70,3706,58,5,35,50,1,0,0.02,1
sneha_276,1937,115,1822,54,22,99,38,0,1,0.06,1
rahulpawar,4548,290,4258,47,2,9,7,1,0,0.07,1
vihaan_patel,1291,267,1024,31,5,133,30,0,1,0.26,1
amit712,3255,240,3015,53,32,117,22,1,1,0.08,1
vivaan_kale,4207,31,4176,74,16,145,10,0,1,0.01,1
pooja_gaikwad,37084,36518,566,1185,207,2270,128,1,1,64.52,0
ananya.sutar,21308,19909,1399,3758,1563,2623,97,1,0,14.23,0
suman_244,20383,19114,1269,1362,222,1604,157,1,1,15.06,0
ishaan_172,98128,96354,1774,2926,1233,1063,56,1,1,54.31,0
ananya_544,4905,243,4662,29,19,122,24,1,1,0.05,1
krishnabhise,59759,58927,832,2686,1948,1382,117,1,0,70.83,0
shivali.kadam,3183,139,3044,34,41,157,17,0,1,0.05,1
aarav_13,90392,88929,1463,1573,741,2329,90,1,0,60.79,0
ananya_joshi,90912,89949,963,2979,262,2351,78,1,1,93.4,0
ishaan877,79368,77974,1394,1876,1972,432,126,1,0,55.94,0
ananya_kale,86231,85022,1209,1613,1394,1739,64,1,0,70.32,0
vihaanshinde,3167,218,2949,32,49,71,10,0,1,0.07,1
ankit_183,35204,34790,414,3709,1714,1257,58,1,1,84.03,0
krishna_sharma,57122,56625,497,970,1157,789,106,1,1,113.93,0
rahul_927,1773,254,1519,0,1,115,2,1,1,0.17,1
riya_394,65443,64414,1029,3672,1499,2311,101,1,0,62.6,0
saikulkarni,47876,47144,732,2580,1146,2523,101,1,0,64.4,0
nikita_307,39481,38105,1376,1763,1607,2082,72,1,0,27.69,0
ankit.mehta,48235,47189,1046,795,1460,2783,130,1,1,45.11,0
prajkta_989,65070,64224,846,616,538,2628,151,1,1,75.91,0
kunal470,8188,7447,741,450,744,351,101,1,0,10.05,0
yogesh.sharma,9666,9541,125,1259,527,2573,112,1,0,76.33,0
mrunal856,8550,6648,1902,2617,1345,905,155,1,0,3.5,0
nikhil_831,66529,65261,1268,1906,283,635,58,1,0,51.47,0
suresh_patel,5065,294,4771,17,43,31,20,0,0,0.06,1
sneha_sharma,1888,212,1676,47,48,37,35,0,1,0.13,1
priya_711,1210,249,961,0,1,41,0,0,0,0.26,1
sneha_kharat,84567,83963,604,4385,343,1044,107,1,1,139.01,0
aarav.bhise,12971,11637,1334,2567,1303,2247,94,1,1,8.72,0
mrunal_joshi,82014,81223,791,4521,245,2371,114,1,0,102.68,0
amitsharma,21111,19658,1453,3986,1681,661,113,1,0,13.53,0
krishna948,3166,128,3038,78,27,54,48,1,0,0.04,1
sneha607,4952,3909,1043,4318,1658,847,64,1,0,3.75,0
sneha.jadhav,2350,166,2184,14,12,108,20,0,0,0.08,1
mrunalkharat,4509,241,4268,6,4,57,27,0,0,0.06,1
aishwarya33,26892,25548,1344,3037,1524,2074,84,1,0,19.01,0
amitpatel,16457,14663,1794,3913,329,1349,108,1,1,8.17,0
sai878,23606,22373,1233,4628,1302,2813,159,1,0,18.15,0
sneha445,4332,242,4090,35,37,56,0,1,0,0.06,1
aditya482,21546,19625,1921,4799,1987,2623,50,1,1,10.22,0
sneha_kamble,52815,51784,1031,902,1137,1943,107,1,1,50.23,0
yogesh_166,2906,183,2723,30,8,56,41,0,0,0.07,1
mrunal_patil,20109,18269,1840,3420,999,2063,73,1,1,9.93,0
sai_patel,838,271,567,37,21,177,27,1,0,0.48,1
shreya664,3490,196,3294,59,7,14,39,0,1,0.06,1
yogesh.joshi,27265,26932,333,2843,1502,2496,80,1,0,80.88,0
divya498,4021,257,3764,35,17,91,3,0,1,0.07,1
shreya_193,71256,69817,1439,4465,1503,2125,87,1,1,48.52,0
pooja.singh,24177,23537,640,730,850,528,63,1,0,36.78,0
divya_jadhav,751,266,485,37,13,39,26,0,1,0.55,1
aishwarya498,2214,11,2203,66,4,49,41,1,1,0.0,1
yogeshkulkarni,1670,290,1380,39,19,118,10,1,0,0.21,1
priya.kharat,38357,37374,983,1462,773,807,129,1,0,38.02,0
prathamesh.gaikwad,15558,15424,134,2693,537,860,123,1,0,115.1,0
shreya.kadam,6059,4646,1413,2696,1498,2503,94,1,0,3.29,0
aaravbhise,4598,207,4391,18,1,32,29,1,0,0.05,1
ishaan_chavhan,1797,293,1504,72,18,122,46,1,1,0.19,1
prathameshkulkarni,16099,15419,680,303,1178,2977,101,1,0,22.68,0
ankit86,26922,25678,1244,4412,1363,2690,78,1,1,20.64,0
vihaan.kulkarni,4536,44,4492,50,42,174,12,1,1,0.01,1
prathamesh.bhise,589,190,399,36,24,95,22,1,1,0.48,1
saimehta,1788,147,1641,54,28,107,46,1,0,0.09,1
suman_570,3411,33,3378,11,21,135,0,1,1,0.01,1
kavya506,50781,50139,642,4637,430,1016,112,1,0,78.1,0
priya_184,1562,1,1561,33,1,58,19,1,0,0.0,1
yogeshjadhav,37494,36435,1059,646,294,316,126,1,1,34.41,0
vihaan_328,4689,191,4498,73,7,178,1,1,0,0.04,1
vihaan299,7640,7032,608,3058,384,1663,103,1,1,11.57,0
nehapatel,82842,82417,425,874,446,2304,126,1,0,193.92,0
aaravmehta,1270,185,1085,68,44,176,37,1,0,0.17,1
ankit629,1809,174,1635,13,26,125,13,0,0,0.11,1
divyakale,10401,10113,288,1175,993,1909,52,1,1,35.11,0
vivaan.singh,79556,78435,1121,2902,1872,2010,72,1,1,69.97,0
ishaan_20,17008,16529,479,1166,679,1128,60,1,1,34.51,0
ishaan_gaikwad,623,55,568,65,12,11,37,0,1,0.1,1
divya.patil,1363,49,1314,77,0,171,13,0,0,0.04,1
krishna.patil,1795,180,1615,64,22,149,49,0,0,0.11,1
kunal_872,100080,98930,1150,135,401,1354,142,1,0,86.03,0
nikhil.joshi,3995,94,3901,13,37,179,11,1,1,0.02,1
shreya_kale,1472,160,1312,59,48,29,7,0,1,0.12,1
prathamesh_568,16105,15267,838,2423,1061,1543,108,1,1,18.22,0
krishna449,4231,35,4196,47,12,110,11,0,1,0.01,1
arjun.kulkarni,52718,51848,870,4937,343,688,63,1,0,59.6,0
pooja_365,1511,206,1305,29,38,52,27,1,1,0.16,1
prajkta.chavhan,1649,142,1507,58,32,125,6,0,1,0.09,1
sureshshinde,8777,7027,1750,658,1561,607,113,1,0,4.02,0
mrunal_301,82035,81788,247,726,1323,1440,134,1,1,331.13,0
nikhil_393,3391,277,3114,69,16,130,34,0,0,0.09,1
prajktajadhav,829,235,594,4,28,97,11,1,0,0.4,1
amit_58,5016,56,4960,62,48,125,42,1,1,0.01,1
adityamehta,3382,193,3189,36,37,127,20,0,0,0.06,1
suman.kulkarni,3591,174,3417,12,1,150,27,1,1,0.05,1
kavya.singh,42270,41007,1263,795,1377,1161,138,1,0,32.47,0
pooja_713,5992,4999,993,3560,717,2405,122,1,1,5.03,0
prajkta.singh,75706,74857,849,2741,823,1496,123,1,0,88.17,0
ankit_chavhan,1838,173,1665,78,32,128,19,1,1,0.1,1
saisingh,6988,6330,658,4798,593,1377,101,1,0,9.62,0
kavyapawar,4464,271,4193,54,36,18,13,1,0,0.06,1
suresh643,2099,160,1939,53,34,170,25,1,1,0.08,1
vihaanpawar,29415,28012,1403,3928,1072,2562,84,1,1,19.97,0
kunaljadhav,2836,77,2759,55,15,38,26,1,0,0.03,1
rahul.joshi,79437,78904,533,3424,1456,1250,80,1,0,148.04,0
amit_gaikwad,4158,286,3872,54,31,119,41,0,0,0.07,1
vihaan322,2022,281,1741,5,42,72,46,1,0,0.16,1
ishaan_pawar,1225,186,1039,50,26,17,46,0,0,0.18,1
nikhil_joshi,1422,121,1301,40,5,128,21,1,0,0.09,1
prajkta_bhise,58588,57702,886,2183,612,1076,160,1,0,65.13,0
yogeshkulkarni,2561,243,2318,35,27,140,50,0,1,0.1,1
ananyabhise,79626,79505,121,547,1903,2843,138,1,0,657.07,0
ananya.kale,2509,273,2236,56,7,176,24,0,1,0.12,1
sai_483,3122,224,2898,52,10,54,50,0,1,0.08,1
neha_kadam,2519,82,2437,64,6,109,4,1,1,0.03,1
aaravshinde,25523,24183,1340,3732,1363,2827,151,1,0,18.05,0
neha.kadam,1648,56,1592,31,5,148,33,0,1,0.04,1
suresh_898,2775,167,2608,25,43,45,5,1,1,0.06,1
saikadam,5050,3110,1940,4675,1991,284,132,1,0,1.6,0
shreya970,82031,81103,928,2231,871,403,69,1,0,87.4,0
ishaan.sutar,69963,69022,941,3816,1521,257,155,1,1,73.35,0
kunaljoshi,98999,97937,1062,3229,639,1290,66,1,1,92.22,0
ananya_633,55318,53646,1672,1295,419,1913,53,1,1,32.08,0
yogeshmehta,91163,89788,1375,3853,1243,1714,60,1,0,65.3,0
vihaan.sharma,3963,196,3767,76,13,176,16,0,0,0.05,1
shivali136,366,23,343,32,38,91,32,1,1,0.07,1
mrunalmehta,34613,34216,397,4226,417,2577,113,1,1,86.19,0
shreyajadhav,2925,59,2866,5,16,37,8,1,1,0.02,1
prathamesh.sharma,1874,223,1651,40,20,133,47,1,0,0.14,1
nikhil_917,5813,4800,1013,2231,425,1141,70,1,1,4.74,0
ishaanmehta,94231,93033,1198,4074,780,2008,108,1,1,77.66,0
kunal539,37758,37339,419,1478,1828,1034,145,1,1,89.11,0
aishwarya_patil,10724,10170,554,4180,1935,1905,136,1,0,18.36,0
yogeshkadam,3004,54,2950,19,37,96,1,0,1,0.02,1
kunalsharma,87429,86105,1324,3811,139,1549,91,1,0,65.03,0
ananya_246,4818,36,4782,77,47,15,24,0,1,0.01,1
priyamehta,27775,27392,383,3282,1795,284,149,1,1,71.52,0
ankit_457,1533,158,1375,45,47,111,42,0,1,0.11,1
nikhil42,1255,216,1039,54,36,69,23,0,1,0.21,1
mrunal_82,1684,114,1570,63,43,119,33,0,1,0.07,1
arjun_sharma,2489,153,2336,66,8,39,27,1,0,0.07,1
vivaan_759,5193,237,4956,32,6,106,22,1,0,0.05,1
neha_776,51747,51605,142,782,1776,946,103,1,1,363.42,0
nikhil_bhise,1924,108,1816,10,11,88,47,1,0,0.06,1
kavya_708,4295,87,4208,58,0,30,44,1,1,0.02,1
vivaan.joshi,482,69,413,24,8,23,7,0,0,0.17,1
kavya_152,83965,82158,1807,4512,1774,1984,74,1,0,45.47,0
prathameshsutar,1633,85,1548,56,7,6,31,1,0,0.05,1
prajkta_bhise,1145,4,1141,80,21,14,45,1,1,0.0,1
nikhil_patel,4558,262,4296,29,31,103,45,0,0,0.06,1
nikhilpatil,1499,242,1257,63,26,166,39,1,1,0.19,1
mrunalmehta,58049,57524,525,4258,754,2122,78,1,1,109.57,0
sai.chavhan,4353,184,4169,20,43,107,39,0,1,0.04,1
sneha_joshi,64867,64611,256,3507,1290,840,113,1,1,252.39,0
arjun_patel,35065,34284,781,1399,1854,1669,72,1,0,43.9,0
aditya.bhise,30518,29472,1046,2212,1200,694,93,1,1,28.18,0
krishna844,59172,57486,1686,3844,1947,406,157,1,0,34.1,0
amit_726,23335,21995,1340,1067,265,2277,76,1,1,16.41,0
suman_252,3227,186,3041,17,9,26,7,0,1,0.06,1
sneha772,1085,87,998,34,32,74,23,1,1,0.09,1
prathamesh_mehta,3905,219,3686,52,8,59,29,1,0,0.06,1
shivali.sharma,42234,41362,872,1446,742,547,105,1,0,47.43,0
shivalibhise,88497,86654,1843,4358,1510,2787,87,1,1,47.02,0
kunal640,4766,143,4623,78,0,89,9,1,1,0.03,1
nikita533,2123,207,1916,38,22,179,5,0,1,0.11,1
vivaan912,5081,261,4820,39,5,55,33,1,0,0.05,1
ananya_pawar,3918,155,3763,64,49,62,7,0,1,0.04,1
mrunal242,17420,16451,969,2540,1977,2866,123,1,0,16.98,0
nikita.pawar,38809,37394,1415,4792,662,1634,136,1,0,26.43,0
rahul_849,76876,76432,444,3059,1107,1542,108,1,0,172.14,0
prathamesh379,57659,55790,1869,1165,177,577,110,1,0,29.85,0
prathamesh_750,3799,265,3534,33,35,151,37,1,1,0.07,1
kunal_kadam,17804,16762,1042,3849,1085,791,66,1,0,16.09,0
shreya42,16948,15666,1282,3447,806,2489,64,1,0,12.22,0
vivaan146,40883,40067,816,2584,810,682,87,1,1,49.1,0
ishaan_bhise,2211,145,2066,23,19,13,47,1,0,0.07,1
nikita855,75896,75212,684,4734,1035,1910,107,1,1,109.96,0
rahul92,84515,83522,993,3785,1083,767,135,1,1,84.11,0
sai_kharat,3279,202,3077,69,14,100,2,1,1,0.07,1
yogesh_pawar,4945,63,4882,10,41,144,12,0,0,0.01,1
sneha87,70229,69811,418,255,1967,2896,85,1,0,167.01,0
suman881,4349,23,4326,2,37,103,21,1,0,0.01,1
rahul_kharat,1285,46,1239,12,16,98,34,0,1,0.04,1
suresh_patil,54921,53482,1439,1486,2000,1456,57,1,1,37.17,0
ishaan.sharma,1630,163,1467,52,6,100,20,1,1,0.11,1
vihaan476,99800,98717,1083,3254,1091,2219,64,1,1,91.15,0
sneha.bhise,3652,14,3638,29,30,17,1,1,0,0.0,1
amit_551,1215,228,987,64,26,146,13,0,1,0.23,1
pooja_860,2906,237,2669,21,0,11,0,0,1,0.09,1
kavya_kamble,4779,299,4480,36,13,162,2,0,0,0.07,1
aishwarya_771,57199,56718,481,4235,622,2479,152,1,1,117.92,0
rohan_624,3262,164,3098,26,42,63,29,1,0,0.05,1
shivali_bhise,23741,22845,896,4653,1427,239,139,1,1,25.5,0
divya_shinde,88514,88212,302,2991,961,2950,154,1,1,292.09,0
pooja_kulkarni,26355,25395,960,176,808,2095,78,1,0,26.45,0
aarav_841,3525,252,3273,4,14,57,17,1,0,0.08,1
suresh.kamble,66739,65678,1061,1496,1215,1336,120,1,0,61.9,0
ankit994,76600,74798,1802,1967,581,721,116,1,1,41.51,0
nikhil_jadhav,548,232,316,54,35,175,41,0,1,0.73,1
prathamesh_6,920,264,656,28,23,127,3,1,1,0.4,1
nikhil.kamble,76753,75049,1704,307,217,1570,144,1,0,44.04,0
nikhilpatil,41015,40837,178,892,724,873,53,1,1,229.42,0
arjun_kadam,2494,242,2252,43,6,64,3,1,0,0.11,1
rohan_942,840,43,797,4,7,149,24,1,0,0.05,1
vihaan_871,83109,82175,934,638,1300,1434,63,1,0,87.98,0
nikita_815,2419,210,2209,76,39,25,50,0,1,0.1,1
ankit_singh,90328,88675,1653,312,1383,1591,108,1,1,53.64,0
divya493,27379,25477,1902,4795,1666,2628,66,1,1,13.39,0
divya598,731,70,661,7,15,48,8,1,1,0.11,1
aarav.pawar,41843,40558,1285,2909,1011,803,87,1,1,31.56,0
ankit.joshi,75236,73428,1808,547,1088,1172,104,1,1,40.61,0
aishwaryakale,88661,87637,1024,3928,437,1598,126,1,1,85.58,0
riya.kadam,6695,5630,1065,1897,980,629,50,1,0,5.29,0
suresh_patil,45255,43552,1703,3179,1554,2169,76,1,1,25.57,0
ankit_kulkarni,73089,72804,285,1266,111,1665,87,1,1,255.45,0
aishwarya.bhise,23423,22925,498,2246,631,1010,142,1,0,46.03,0
nikita.singh,36328,34413,1915,928,410,288,52,1,0,17.97,0
ishaan.mehta,3539,189,3350,21,15,117,33,1,0,0.06,1
sneha782,51142,49670,1472,3165,1140,985,90,1,1,33.74,0
rohan992,20293,19572,721,2124,652,2393,56,1,1,27.15,0
shreya_532,4196,41,4155,78,46,54,4,0,1,0.01,1
yogesh_596,50231,49105,1126,4059,1509,1518,141,1,1,43.61,0
kavya_911,27682,26707,975,2020,499,1048,100,1,0,27.39,0
priyakadam,72484,72261,223,1200,571,1732,146,1,0,324.04,0
mrunaljadhav,62180,61081,1099,2855,134,2591,104,1,1,55.58,0
arjun_kulkarni,697,195,502,22,17,82,28,0,1,0.39,1
arjun40,1219,279,940,35,32,129,14,0,0,0.3,1
ankit876,89311,88587,724,2148,452,1567,88,1,1,122.36,0
aarav670,2761,153,2608,44,49,3,50,1,1,0.06,1
mrunal_kadam,31374,29843,1531,1819,516,1828,110,1,0,19.49,0
rohan_mehta,2229,213,2016,56,27,49,28,0,1,0.11,1
neha_patil,2320,173,2147,53,22,169,27,1,1,0.08,1
nikita_972,75912,74573,1339,4801,726,829,160,1,1,55.69,0
kavya_kamble,25807,24785,1022,989,841,2389,92,1,1,24.25,0
ankit_934,91696,90411,1285,4102,1742,331,53,1,0,70.36,0
aarav_335,4744,149,4595,8,14,53,29,0,1,0.03,1
kunal.mehta,4760,66,4694,53,7,41,30,0,1,0.01,1
mrunal_gaikwad,1843,243,1600,77,45,111,36,1,0,0.15,1
prajkta474,53716,52428,1288,2122,181,2025,117,1,1,40.7,0
shivali.kharat,86665,84811,1854,3838,639,573,94,1,1,45.74,0
krishna_shinde,57720,56733,987,3251,1551,2730,134,1,0,57.48,0
kunal422,83575,82424,1151,2491,610,846,135,1,0,71.61,0
sumankadam,99376,99111,265,4232,206,1710,148,1,1,374.0,0
nikita_764,60781,60677,104,699,141,2272,131,1,1,583.43,0
neha_497,2070,1507,563,1039,127,1824,140,1,0,2.68,0
pooja_kharat,86763,86217,546,3685,1173,538,67,1,1,157.91,0
aarav_158,17516,16372,1144,3301,652,925,71,1,0,14.31,0
nikita_kale,4677,17,4660,27,13,46,28,0,0,0.0,1
sneha_joshi,51186,49565,1621,1752,1631,399,81,1,1,30.58,0
amit426,2046,172,1874,8,0,8,14,0,0,0.09,1
shivali.jadhav,75102,73769,1333,1652,710,1539,129,1,0,55.34,0
aarav_218,42889,42484,405,222,780,633,101,1,1,104.9,0
kunal309,37978,36597,1381,3122,1397,470,55,1,0,26.5,0
nikita.mehta,5236,274,4962,21,45,27,16,0,1,0.06,1
riya_pawar,3079,34,3045,2,30,171,38,1,1,0.01,1
nikhil_sutar,101461,99575,1886,1116,1312,286,89,1,0,52.8,0
kunal244,66126,65469,657,1754,817,763,69,1,1,99.65,0
vivaansutar,3043,142,2901,5,8,85,33,1,1,0.05,1
neha_kharat,1018,276,742,31,13,63,43,0,1,0.37,1
sai607,25482,25326,156,1259,193,2213,76,1,0,162.35,0
ankit.sutar,11267,10345,922,3926,1089,1167,89,1,0,11.22,0
sai_408,76620,75652,968,1749,634,1441,84,1,1,78.15,0
yogesh_781,56587,55503,1084,3650,953,2128,147,1,0,51.2,0
nikita_314,4853,153,4700,19,48,22,35,0,1,0.03,1
rahul_joshi,1135,246,889,42,35,97,8,1,0,0.28,1
arjun_jadhav,3744,212,3532,47,25,126,24,1,1,0.06,1
ananya_522,74617,74235,382,1691,1959,1776,147,1,1,194.33,0
shreya.patil,3970,197,3773,31,3,179,15,1,0,0.05,1
ishaan_660,2458,75,2383,31,29,155,38,0,0,0.03,1
kavya991,2111,265,1846,54,5,151,10,1,1,0.14,1
pooja_953,1238,210,1028,13,19,151,40,1,0,0.2,1
priya.jadhav,563,251,312,12,10,2,4,1,1,0.8,1
kunal_kharat,1990,68,1922,62,45,48,11,0,1,0.04,1
sai_88,54633,53681,952,994,581,985,131,1,0,56.39,0
prajkta_singh,45056,44946,110,4897,181,1333,80,1,1,408.6,0
poojachavhan,940,298,642,12,42,2,13,0,1,0.46,1
vihaankulkarni,3057,175,2882,30,23,87,23,1,1,0.06,1
pooja_378,92500,91628,872,1237,985,212,53,1,0,105.08,0
